customer_id,company_name,segment,industry,signup_date,signup_cohort,acquisition_channel,plan_tier_initial,initial_seats,initial_mrr
CUST-1502,Citron Holdings,Mid-Market,Media,2024-11-16,2024-11,Partner Referral,Growth,63,7560.0
CUST-1503,Plinth Digital,Mid-Market,Retail,2024-11-02,2024-11,Outbound Sales,Growth,16,1920.0
CUST-1504,Quantum Group,SMB,Education,2024-11-08,2024-11,Event/Conference,Scale,8,2000.0
CUST-1505,Marlin Industries,Mid-Market,Retail,2024-11-10,2024-11,Outbound Sales,Growth,51,6120.0
CUST-1506,Apex Works,SMB,Media,2024-11-22,2024-11,Outbound Sales,Starter,9,450.0
CUST-1507,Tessera Partners,SMB,Retail,2024-11-19,2024-11,Outbound Sales,Starter,6,300.0
CUST-1508,Halcyon Logic,SMB,Professional Services,2024-11-13,2024-11,Event/Conference,Starter,15,750.0
CUST-1509,Citron Industries,Mid-Market,Education,2024-11-10,2024-11,Inbound Marketing,Growth,66,7920.0
CUST-1510,Plinth Co,Enterprise,Technology,2024-11-13,2024-11,Inbound Marketing,Growth,326,39120.0
CUST-1511,Anvil Systems,SMB,Technology,2024-11-05,2024-11,Inbound Marketing,Growth,13,1560.0
CUST-1512,North Holdings,Mid-Market,Retail,2024-11-12,2024-11,Partner Referral,Starter,17,850.0
CUST-1513,Halcyon Group,SMB,Media,2024-11-25,2024-11,Inbound Marketing,Starter,4,200.0
CUST-1514,Halcyon Labs,SMB,Manufacturing,2024-11-26,2024-11,Event/Conference,Scale,11,2750.0
CUST-1515,Glide Holdings,SMB,Retail,2024-11-06,2024-11,Event/Conference,Growth,4,480.0
CUST-1516,Marlin Holdings,Mid-Market,Healthcare,2024-11-26,2024-11,Partner Referral,Growth,43,5160.0
CUST-1517,Citron Holdings,SMB,Education,2024-11-12,2024-11,Outbound Sales,Growth,7,840.0
CUST-1518,Apex Works,SMB,Education,2024-11-16,2024-11,Inbound Marketing,Starter,6,300.0
CUST-1519,Stratus Group,SMB,Retail,2024-11-23,2024-11,Inbound Marketing,Starter,7,350.0
CUST-1520,Halcyon Labs,Mid-Market,Manufacturing,2024-11-06,2024-11,Partner Referral,Growth,61,7320.0
CUST-1521,Stratus Dynamics,SMB,Education,2024-11-03,2024-11,Inbound Marketing,Starter,9,450.0
CUST-1522,North Solutions,SMB,Retail,2024-11-07,2024-11,Inbound Marketing,Growth,4,480.0
CUST-1523,Glide Logic,SMB,Technology,2024-11-04,2024-11,Outbound Sales,Starter,14,700.0
CUST-1524,Quantum Systems,SMB,Technology,2024-11-04,2024-11,Inbound Marketing,Starter,6,300.0
CUST-1525,Stratus Labs,SMB,Manufacturing,2024-12-06,2024-12,Inbound Marketing,Starter,7,350.0
CUST-1526,Reverb Partners,SMB,Retail,2024-12-24,2024-12,Outbound Sales,Starter,15,750.0
CUST-1527,Stratus Systems,SMB,Education,2024-12-27,2024-12,Event/Conference,Starter,8,400.0
CUST-1528,Quantum Dynamics,SMB,Professional Services,2024-12-09,2024-12,Inbound Marketing,Growth,11,1320.0
CUST-1529,Stratus Cloud,SMB,Manufacturing,2024-12-02,2024-12,Partner Referral,Growth,10,1200.0
CUST-1530,Tessera Works,Mid-Market,Manufacturing,2024-12-05,2024-12,Outbound Sales,Growth,49,5880.0
CUST-1531,Lattice Industries,SMB,Education,2024-12-01,2024-12,Outbound Sales,Growth,14,1680.0
CUST-1532,Apex Systems,SMB,Retail,2024-12-17,2024-12,Outbound Sales,Starter,15,750.0
CUST-1533,Citron Co,SMB,Retail,2024-12-19,2024-12,Inbound Marketing,Starter,7,350.0
CUST-1534,Cobalt Solutions,SMB,Healthcare,2024-12-22,2024-12,Event/Conference,Starter,5,250.0
CUST-1535,Glide Logic,SMB,Financial Services,2024-12-27,2024-12,Outbound Sales,Starter,5,250.0
CUST-1536,Lattice Partners,SMB,Education,2024-12-04,2024-12,Outbound Sales,Starter,13,650.0
CUST-1537,Helix Systems,Enterprise,Manufacturing,2024-12-21,2024-12,Event/Conference,Growth,105,12600.0
CUST-1538,North Group,SMB,Financial Services,2024-12-15,2024-12,Inbound Marketing,Starter,14,700.0
CUST-1539,Halcyon Co,Mid-Market,Technology,2024-12-03,2024-12,Self-Serve Promo,Scale,70,17500.0
CUST-1540,Plinth Digital,SMB,Financial Services,2024-12-05,2024-12,Inbound Marketing,Starter,6,300.0
CUST-1541,Anvil Partners,SMB,Manufacturing,2024-12-26,2024-12,Partner Referral,Starter,6,300.0
CUST-1542,Glide Systems,SMB,Retail,2024-12-17,2024-12,Self-Serve Promo,Growth,13,1560.0
CUST-1543,Halcyon Logic,SMB,Manufacturing,2024-12-02,2024-12,Outbound Sales,Starter,5,250.0
CUST-1544,Mosaic Cloud,SMB,Education,2024-12-17,2024-12,Outbound Sales,Starter,3,150.0
CUST-1545,Mosaic Industries,SMB,Financial Services,2025-01-13,2025-01,Inbound Marketing,Starter,3,150.0
CUST-1546,Plinth Holdings,Enterprise,Financial Services,2025-01-18,2025-01,Outbound Sales,Scale,143,35750.0
CUST-1547,Citron Works,Mid-Market,Healthcare,2025-01-16,2025-01,Outbound Sales,Growth,55,6600.0
CUST-1548,Halcyon Holdings,Mid-Market,Media,2025-01-14,2025-01,Outbound Sales,Scale,19,4750.0
CUST-1549,Plinth Group,SMB,Manufacturing,2025-01-03,2025-01,Self-Serve Promo,Growth,6,720.0
CUST-1550,Plinth Systems,SMB,Healthcare,2025-01-04,2025-01,Self-Serve Promo,Starter,6,300.0
CUST-1551,Marlin Dynamics,SMB,Manufacturing,2025-01-17,2025-01,Outbound Sales,Growth,3,360.0
CUST-1552,Reverb Works,SMB,Media,2025-01-05,2025-01,Outbound Sales,Starter,13,650.0
CUST-1553,Anvil Dynamics,SMB,Financial Services,2025-01-18,2025-01,Outbound Sales,Starter,10,500.0
CUST-1554,Reverb Systems,Mid-Market,Manufacturing,2025-01-06,2025-01,Inbound Marketing,Growth,71,8520.0
CUST-1555,Cobalt Works,SMB,Education,2025-01-24,2025-01,Event/Conference,Starter,5,250.0
CUST-1556,Marlin Systems,Mid-Market,Financial Services,2025-01-13,2025-01,Partner Referral,Growth,54,6480.0
CUST-1557,Quantum Logic,SMB,Financial Services,2025-01-12,2025-01,Outbound Sales,Starter,13,650.0
CUST-1558,Helix Systems,SMB,Media,2025-01-18,2025-01,Inbound Marketing,Starter,14,700.0
CUST-1559,Citron Solutions,SMB,Technology,2025-01-23,2025-01,Outbound Sales,Growth,3,360.0
CUST-1560,Plinth Solutions,Mid-Market,Healthcare,2025-01-03,2025-01,Inbound Marketing,Growth,68,8160.0
CUST-1561,Mosaic Solutions,SMB,Retail,2025-01-22,2025-01,Outbound Sales,Starter,6,300.0
CUST-1562,Anvil Dynamics,SMB,Education,2025-01-22,2025-01,Inbound Marketing,Starter,7,350.0
CUST-1563,Anvil Labs,Mid-Market,Healthcare,2025-02-13,2025-02,Event/Conference,Scale,22,5500.0
CUST-1564,Reverb Logic,SMB,Financial Services,2025-02-26,2025-02,Outbound Sales,Starter,4,200.0
CUST-1565,Plinth Group,Enterprise,Media,2025-02-19,2025-02,Self-Serve Promo,Scale,94,23500.0
CUST-1566,Vector Dynamics,SMB,Media,2025-02-19,2025-02,Event/Conference,Starter,11,550.0
CUST-1567,Halcyon Industries,SMB,Education,2025-02-05,2025-02,Inbound Marketing,Starter,4,200.0
CUST-1568,Lattice Network,SMB,Manufacturing,2025-02-22,2025-02,Outbound Sales,Starter,6,300.0
CUST-1569,Marlin Industries,SMB,Media,2025-02-04,2025-02,Outbound Sales,Starter,6,300.0
CUST-1570,North Logic,SMB,Media,2025-02-19,2025-02,Event/Conference,Starter,15,750.0
CUST-1571,North Dynamics,Mid-Market,Technology,2025-02-21,2025-02,Event/Conference,Starter,19,950.0
CUST-1572,Mosaic Dynamics,SMB,Media,2025-02-08,2025-02,Event/Conference,Starter,6,300.0
CUST-1573,Beacon Labs,Mid-Market,Financial Services,2025-02-05,2025-02,Self-Serve Promo,Scale,33,8250.0
CUST-1574,Lattice Labs,SMB,Technology,2025-02-14,2025-02,Outbound Sales,Starter,10,500.0
CUST-1575,Quantum Digital,SMB,Professional Services,2025-02-27,2025-02,Event/Conference,Starter,13,650.0
CUST-1576,Apex Labs,Mid-Market,Financial Services,2025-02-07,2025-02,Partner Referral,Growth,23,2760.0
CUST-1577,Helix Industries,SMB,Retail,2025-02-19,2025-02,Partner Referral,Scale,11,2750.0
CUST-1578,Beacon Industries,SMB,Technology,2025-02-20,2025-02,Outbound Sales,Growth,15,1800.0
CUST-1579,Mosaic Systems,SMB,Technology,2025-02-14,2025-02,Event/Conference,Starter,13,650.0
CUST-1580,Quantum Co,SMB,Healthcare,2025-02-04,2025-02,Self-Serve Promo,Growth,3,360.0
CUST-1581,Helix Industries,SMB,Education,2025-03-19,2025-03,Outbound Sales,Starter,9,450.0
CUST-1582,Anvil Partners,SMB,Education,2025-03-16,2025-03,Outbound Sales,Starter,8,400.0
CUST-1583,Glide Dynamics,Mid-Market,Technology,2025-03-26,2025-03,Event/Conference,Growth,47,5640.0
CUST-1584,Beacon Systems,SMB,Media,2025-03-17,2025-03,Outbound Sales,Starter,3,150.0
CUST-1585,Vector Group,Mid-Market,Retail,2025-03-21,2025-03,Inbound Marketing,Starter,66,3300.0
CUST-1586,Mosaic Labs,SMB,Education,2025-03-15,2025-03,Inbound Marketing,Starter,3,150.0
CUST-1587,Cobalt Systems,SMB,Healthcare,2025-03-19,2025-03,Outbound Sales,Growth,15,1800.0
CUST-1588,Citron Dynamics,SMB,Technology,2025-03-04,2025-03,Inbound Marketing,Starter,11,550.0
CUST-1589,Vector Group,SMB,Media,2025-03-08,2025-03,Outbound Sales,Growth,6,720.0
CUST-1590,Lattice Works,Mid-Market,Technology,2025-03-22,2025-03,Inbound Marketing,Scale,34,8500.0
CUST-1591,Lattice Holdings,SMB,Technology,2025-03-24,2025-03,Inbound Marketing,Growth,10,1200.0
CUST-1592,North Logic,SMB,Education,2025-03-19,2025-03,Outbound Sales,Starter,15,750.0
CUST-1593,North Works,SMB,Financial Services,2025-03-02,2025-03,Inbound Marketing,Starter,5,250.0
CUST-1594,Vector Holdings,SMB,Financial Services,2025-03-02,2025-03,Inbound Marketing,Starter,12,600.0
CUST-1595,Lattice Co,Mid-Market,Financial Services,2025-03-26,2025-03,Event/Conference,Starter,72,3600.0
CUST-1596,Cobalt Dynamics,Mid-Market,Retail,2025-03-05,2025-03,Self-Serve Promo,Growth,54,6480.0
CUST-1597,North Logic,SMB,Technology,2025-03-01,2025-03,Outbound Sales,Starter,9,450.0
CUST-1598,Stratus Labs,SMB,Technology,2025-03-04,2025-03,Partner Referral,Starter,4,200.0
CUST-1599,Citron Holdings,SMB,Financial Services,2025-03-16,2025-03,Inbound Marketing,Growth,12,1440.0
CUST-1600,Cobalt Works,Enterprise,Technology,2025-03-24,2025-03,Self-Serve Promo,Scale,233,58250.0
CUST-1601,Apex Solutions,Mid-Market,Healthcare,2025-04-27,2025-04,Inbound Marketing,Growth,68,8160.0
CUST-1602,Apex Works,SMB,Professional Services,2025-04-09,2025-04,Outbound Sales,Starter,3,150.0
CUST-1603,Cobalt Labs,Mid-Market,Financial Services,2025-04-08,2025-04,Inbound Marketing,Growth,41,4920.0
CUST-1604,North Digital,SMB,Manufacturing,2025-04-09,2025-04,Outbound Sales,Starter,12,600.0
CUST-1605,Anvil Dynamics,Mid-Market,Technology,2025-04-23,2025-04,Event/Conference,Growth,27,3240.0
CUST-1606,Vector Industries,SMB,Technology,2025-04-14,2025-04,Outbound Sales,Growth,14,1680.0
CUST-1607,Plinth Cloud,SMB,Education,2025-04-15,2025-04,Inbound Marketing,Starter,7,350.0
CUST-1608,Quantum Systems,SMB,Technology,2025-04-11,2025-04,Inbound Marketing,Growth,6,720.0
CUST-1609,Glide Solutions,SMB,Healthcare,2025-04-16,2025-04,Partner Referral,Growth,4,480.0
CUST-1610,Lattice Systems,SMB,Manufacturing,2025-04-01,2025-04,Outbound Sales,Starter,8,400.0
CUST-1611,Helix Industries,SMB,Education,2025-04-19,2025-04,Inbound Marketing,Starter,10,500.0
CUST-1612,Lattice Industries,SMB,Healthcare,2025-04-04,2025-04,Inbound Marketing,Starter,7,350.0
CUST-1613,North Cloud,SMB,Retail,2025-04-12,2025-04,Partner Referral,Starter,7,350.0
CUST-1614,Stratus Co,Mid-Market,Technology,2025-04-20,2025-04,Outbound Sales,Growth,17,2040.0
CUST-1615,Quantum Cloud,Mid-Market,Manufacturing,2025-04-08,2025-04,Inbound Marketing,Scale,17,4250.0
CUST-1616,Citron Digital,SMB,Professional Services,2025-04-27,2025-04,Outbound Sales,Starter,14,700.0
CUST-1617,Vector Digital,SMB,Media,2025-04-19,2025-04,Outbound Sales,Starter,8,400.0
CUST-1618,Apex Works,Mid-Market,Media,2025-04-20,2025-04,Event/Conference,Starter,16,800.0
CUST-1619,Cobalt Cloud,SMB,Technology,2025-04-15,2025-04,Outbound Sales,Growth,8,960.0
CUST-1620,Citron Solutions,Mid-Market,Technology,2025-04-24,2025-04,Inbound Marketing,Growth,68,8160.0
CUST-1621,Cobalt Group,SMB,Retail,2025-05-02,2025-05,Outbound Sales,Starter,9,450.0
CUST-1622,Glide Logic,SMB,Education,2025-05-02,2025-05,Self-Serve Promo,Starter,6,300.0
CUST-1623,Beacon Partners,SMB,Media,2025-05-05,2025-05,Partner Referral,Starter,7,350.0
CUST-1624,Plinth Systems,Mid-Market,Retail,2025-05-20,2025-05,Event/Conference,Growth,20,2400.0
CUST-1625,Reverb Group,Enterprise,Manufacturing,2025-05-16,2025-05,Outbound Sales,Growth,124,14880.0
CUST-1626,Helix Labs,SMB,Technology,2025-05-21,2025-05,Inbound Marketing,Starter,7,350.0
CUST-1627,Tessera Solutions,SMB,Healthcare,2025-05-19,2025-05,Event/Conference,Starter,3,150.0
CUST-1628,North Labs,Mid-Market,Technology,2025-05-18,2025-05,Partner Referral,Growth,35,4200.0
CUST-1629,North Labs,Enterprise,Technology,2025-05-25,2025-05,Self-Serve Promo,Scale,139,34750.0
CUST-1630,Lattice Solutions,SMB,Education,2025-05-11,2025-05,Self-Serve Promo,Starter,13,650.0
CUST-1631,Mosaic Digital,Mid-Market,Education,2025-05-09,2025-05,Partner Referral,Growth,44,5280.0
CUST-1632,Citron Industries,SMB,Manufacturing,2025-05-11,2025-05,Inbound Marketing,Starter,8,400.0
CUST-1633,Lattice Holdings,Mid-Market,Healthcare,2025-05-16,2025-05,Event/Conference,Scale,32,8000.0
CUST-1634,Halcyon Logic,Mid-Market,Media,2025-05-06,2025-05,Inbound Marketing,Growth,58,6960.0
CUST-1635,Reverb Labs,Mid-Market,Professional Services,2025-05-16,2025-05,Outbound Sales,Growth,32,3840.0
CUST-1636,Tessera Solutions,SMB,Education,2025-05-07,2025-05,Outbound Sales,Growth,14,1680.0
CUST-1637,Beacon Labs,SMB,Retail,2025-05-16,2025-05,Event/Conference,Starter,15,750.0
CUST-1638,Mosaic Co,Mid-Market,Media,2025-05-12,2025-05,Inbound Marketing,Growth,54,6480.0
CUST-1639,Vector Digital,SMB,Manufacturing,2025-05-27,2025-05,Event/Conference,Growth,4,480.0
CUST-1640,Citron Network,Mid-Market,Education,2025-05-02,2025-05,Partner Referral,Starter,71,3550.0
CUST-1641,Mosaic Partners,SMB,Professional Services,2025-06-11,2025-06,Event/Conference,Starter,10,500.0
CUST-1642,Cobalt Holdings,SMB,Technology,2025-06-27,2025-06,Outbound Sales,Growth,8,960.0
CUST-1643,Lattice Network,SMB,Retail,2025-06-20,2025-06,Inbound Marketing,Starter,11,550.0
CUST-1644,Glide Solutions,SMB,Retail,2025-06-10,2025-06,Outbound Sales,Starter,5,250.0
CUST-1645,Stratus Holdings,Mid-Market,Professional Services,2025-06-13,2025-06,Outbound Sales,Growth,54,6480.0
CUST-1646,Citron Logic,SMB,Healthcare,2025-06-18,2025-06,Event/Conference,Growth,15,1800.0
CUST-1647,Citron Cloud,SMB,Retail,2025-06-14,2025-06,Outbound Sales,Growth,15,1800.0
CUST-1648,Anvil Cloud,SMB,Financial Services,2025-06-03,2025-06,Self-Serve Promo,Starter,11,550.0
CUST-1649,Plinth Network,Enterprise,Financial Services,2025-06-14,2025-06,Event/Conference,Scale,80,20000.0
CUST-1650,Cobalt Logic,Mid-Market,Healthcare,2025-06-25,2025-06,Outbound Sales,Growth,33,3960.0
CUST-1651,Quantum Works,SMB,Technology,2025-06-21,2025-06,Event/Conference,Starter,12,600.0
CUST-1652,Anvil Cloud,Mid-Market,Education,2025-06-11,2025-06,Inbound Marketing,Growth,61,7320.0
CUST-1653,Cobalt Network,SMB,Technology,2025-06-08,2025-06,Inbound Marketing,Growth,8,960.0
CUST-1654,Reverb Partners,Mid-Market,Education,2025-06-13,2025-06,Outbound Sales,Starter,35,1750.0
CUST-1655,Vector Works,Mid-Market,Technology,2025-06-08,2025-06,Event/Conference,Growth,56,6720.0
CUST-1656,Quantum Logic,SMB,Financial Services,2025-06-14,2025-06,Event/Conference,Starter,9,450.0
CUST-1657,Citron Co,SMB,Technology,2025-06-09,2025-06,Outbound Sales,Starter,8,400.0
CUST-1658,Quantum Network,SMB,Healthcare,2025-06-10,2025-06,Partner Referral,Starter,14,700.0
CUST-1659,Quantum Network,Enterprise,Manufacturing,2025-06-13,2025-06,Partner Referral,Growth,312,37440.0
CUST-1660,Marlin Systems,SMB,Financial Services,2025-06-25,2025-06,Event/Conference,Starter,11,550.0
CUST-1661,Cobalt Co,SMB,Healthcare,2025-07-12,2025-07,Event/Conference,Starter,13,650.0
CUST-1662,Citron Industries,Mid-Market,Healthcare,2025-07-14,2025-07,Outbound Sales,Growth,18,2160.0
CUST-1663,Tessera Solutions,SMB,Healthcare,2025-07-02,2025-07,Event/Conference,Starter,8,400.0
CUST-1664,Lattice Digital,SMB,Financial Services,2025-07-21,2025-07,Outbound Sales,Growth,7,840.0
CUST-1665,Citron Systems,SMB,Professional Services,2025-07-03,2025-07,Outbound Sales,Starter,14,700.0
CUST-1666,Anvil Holdings,Mid-Market,Professional Services,2025-07-25,2025-07,Outbound Sales,Growth,40,4800.0
CUST-1667,Beacon Works,SMB,Professional Services,2025-07-06,2025-07,Outbound Sales,Starter,7,350.0
CUST-1668,Lattice Labs,SMB,Healthcare,2025-07-20,2025-07,Inbound Marketing,Starter,7,350.0
CUST-1669,Lattice Logic,Mid-Market,Professional Services,2025-07-16,2025-07,Event/Conference,Growth,71,8520.0
CUST-1670,Cobalt Works,Mid-Market,Financial Services,2025-07-20,2025-07,Outbound Sales,Growth,18,2160.0
CUST-1671,Beacon Dynamics,SMB,Media,2025-07-17,2025-07,Inbound Marketing,Growth,10,1200.0
CUST-1672,Halcyon Digital,SMB,Manufacturing,2025-07-07,2025-07,Outbound Sales,Starter,3,150.0
CUST-1673,Halcyon Cloud,SMB,Technology,2025-07-12,2025-07,Outbound Sales,Starter,3,150.0
CUST-1674,Quantum Industries,SMB,Healthcare,2025-07-03,2025-07,Partner Referral,Starter,6,300.0
CUST-1675,Helix Solutions,SMB,Professional Services,2025-07-24,2025-07,Inbound Marketing,Growth,12,1440.0
CUST-1676,Halcyon Dynamics,Mid-Market,Education,2025-07-11,2025-07,Event/Conference,Growth,75,9000.0
CUST-1677,Tessera Network,Mid-Market,Financial Services,2025-07-14,2025-07,Inbound Marketing,Growth,49,5880.0
CUST-1678,Vector Partners,Mid-Market,Media,2025-07-17,2025-07,Self-Serve Promo,Scale,41,10250.0
CUST-1679,Marlin Co,Mid-Market,Professional Services,2025-07-16,2025-07,Event/Conference,Scale,42,10500.0
CUST-1680,Mosaic Network,Enterprise,Manufacturing,2025-07-26,2025-07,Outbound Sales,Scale,129,32250.0
CUST-1681,North Works,SMB,Technology,2025-08-14,2025-08,Outbound Sales,Growth,13,1560.0
CUST-1682,Helix Cloud,SMB,Technology,2025-08-16,2025-08,Event/Conference,Starter,12,600.0
CUST-1683,Beacon Group,SMB,Manufacturing,2025-08-13,2025-08,Inbound Marketing,Growth,11,1320.0
CUST-1684,Reverb Holdings,SMB,Healthcare,2025-08-05,2025-08,Event/Conference,Starter,6,300.0
CUST-1685,Glide Partners,SMB,Financial Services,2025-08-22,2025-08,Outbound Sales,Starter,8,400.0
CUST-1686,Reverb Dynamics,SMB,Media,2025-08-10,2025-08,Partner Referral,Growth,7,840.0
CUST-1687,Marlin Works,Mid-Market,Education,2025-08-20,2025-08,Self-Serve Promo,Growth,45,5400.0
CUST-1688,Anvil Dynamics,Enterprise,Financial Services,2025-08-08,2025-08,Outbound Sales,Scale,322,80500.0
CUST-1689,Anvil Group,SMB,Retail,2025-08-04,2025-08,Event/Conference,Growth,9,1080.0
CUST-1690,Quantum Works,SMB,Retail,2025-08-23,2025-08,Inbound Marketing,Starter,12,600.0
CUST-1691,North Logic,SMB,Financial Services,2025-08-12,2025-08,Partner Referral,Growth,11,1320.0
CUST-1692,North Labs,SMB,Financial Services,2025-08-08,2025-08,Inbound Marketing,Starter,3,150.0
CUST-1693,Anvil Partners,SMB,Education,2025-08-22,2025-08,Partner Referral,Growth,6,720.0
CUST-1694,Stratus Digital,SMB,Manufacturing,2025-08-09,2025-08,Outbound Sales,Starter,4,200.0
CUST-1695,Stratus Co,SMB,Technology,2025-08-21,2025-08,Partner Referral,Growth,11,1320.0
CUST-1696,Vector Works,SMB,Healthcare,2025-08-08,2025-08,Self-Serve Promo,Starter,9,450.0
CUST-1697,Mosaic Dynamics,Mid-Market,Retail,2025-08-17,2025-08,Partner Referral,Growth,40,4800.0
CUST-1698,North Solutions,SMB,Education,2025-08-27,2025-08,Inbound Marketing,Starter,9,450.0
CUST-1699,Apex Co,SMB,Technology,2025-08-18,2025-08,Partner Referral,Starter,9,450.0
CUST-1700,Vector Works,SMB,Healthcare,2025-08-14,2025-08,Self-Serve Promo,Growth,15,1800.0
CUST-1701,Stratus Co,SMB,Healthcare,2025-09-11,2025-09,Outbound Sales,Starter,14,700.0
CUST-1702,Apex Labs,Mid-Market,Manufacturing,2025-09-12,2025-09,Inbound Marketing,Growth,28,3360.0
CUST-1703,Citron Group,SMB,Healthcare,2025-09-26,2025-09,Partner Referral,Starter,5,250.0
CUST-1704,Beacon Network,SMB,Financial Services,2025-09-04,2025-09,Partner Referral,Starter,10,500.0
CUST-1705,Helix Labs,SMB,Financial Services,2025-09-12,2025-09,Outbound Sales,Scale,11,2750.0
CUST-1706,Anvil Holdings,SMB,Media,2025-09-15,2025-09,Inbound Marketing,Growth,15,1800.0
CUST-1707,Apex Network,SMB,Education,2025-09-27,2025-09,Event/Conference,Starter,10,500.0
CUST-1708,Citron Industries,SMB,Retail,2025-09-14,2025-09,Outbound Sales,Starter,15,750.0
CUST-1709,Glide Works,Mid-Market,Retail,2025-09-11,2025-09,Partner Referral,Growth,17,2040.0
CUST-1710,Citron Works,SMB,Healthcare,2025-09-07,2025-09,Event/Conference,Growth,5,600.0
CUST-1711,Tessera Network,SMB,Financial Services,2025-09-15,2025-09,Event/Conference,Growth,9,1080.0
CUST-1712,Stratus Systems,SMB,Healthcare,2025-09-15,2025-09,Event/Conference,Starter,9,450.0
CUST-1713,Cobalt Logic,SMB,Education,2025-09-12,2025-09,Inbound Marketing,Starter,13,650.0
CUST-1714,Plinth Logic,SMB,Retail,2025-09-09,2025-09,Event/Conference,Starter,14,700.0
CUST-1715,Mosaic Co,Mid-Market,Financial Services,2025-09-15,2025-09,Outbound Sales,Scale,54,13500.0
CUST-1716,Beacon Group,SMB,Media,2025-09-13,2025-09,Inbound Marketing,Starter,9,450.0
CUST-1717,Mosaic Systems,SMB,Healthcare,2025-09-06,2025-09,Outbound Sales,Starter,15,750.0
CUST-1718,Apex Cloud,SMB,Professional Services,2025-09-21,2025-09,Event/Conference,Starter,10,500.0
CUST-1719,Halcyon Solutions,SMB,Technology,2025-09-26,2025-09,Inbound Marketing,Growth,11,1320.0
CUST-1720,Apex Labs,SMB,Manufacturing,2025-09-19,2025-09,Event/Conference,Growth,3,360.0
CUST-1721,Anvil Group,SMB,Healthcare,2025-10-08,2025-10,Outbound Sales,Starter,15,750.0
CUST-1722,Quantum Co,SMB,Professional Services,2025-10-02,2025-10,Outbound Sales,Starter,4,200.0
CUST-1723,Marlin Systems,SMB,Professional Services,2025-10-03,2025-10,Inbound Marketing,Starter,10,500.0
CUST-1724,Apex Co,SMB,Manufacturing,2025-10-11,2025-10,Inbound Marketing,Starter,3,150.0
CUST-1725,Stratus Logic,SMB,Financial Services,2025-10-02,2025-10,Outbound Sales,Starter,5,250.0
CUST-1726,Stratus Solutions,Enterprise,Technology,2025-10-15,2025-10,Event/Conference,Scale,227,56750.0
CUST-1727,Glide Holdings,SMB,Media,2025-10-03,2025-10,Outbound Sales,Starter,11,550.0
CUST-1728,Glide Dynamics,SMB,Financial Services,2025-10-26,2025-10,Self-Serve Promo,Starter,7,350.0
CUST-1729,Stratus Systems,SMB,Financial Services,2025-10-05,2025-10,Outbound Sales,Starter,13,650.0
CUST-1730,North Dynamics,SMB,Retail,2025-10-15,2025-10,Outbound Sales,Growth,10,1200.0
CUST-1731,Lattice Solutions,SMB,Professional Services,2025-10-03,2025-10,Outbound Sales,Starter,15,750.0
CUST-1732,Mosaic Logic,SMB,Professional Services,2025-10-20,2025-10,Inbound Marketing,Growth,5,600.0
CUST-1733,Stratus Partners,SMB,Financial Services,2025-10-25,2025-10,Partner Referral,Starter,11,550.0
CUST-1734,Stratus Industries,SMB,Healthcare,2025-10-02,2025-10,Inbound Marketing,Starter,7,350.0
CUST-1735,Citron Solutions,Mid-Market,Media,2025-10-12,2025-10,Inbound Marketing,Growth,69,8280.0
CUST-1736,Vector Group,Mid-Market,Healthcare,2025-10-18,2025-10,Inbound Marketing,Growth,23,2760.0
CUST-1737,Helix Partners,SMB,Manufacturing,2025-10-19,2025-10,Self-Serve Promo,Growth,5,600.0
CUST-1738,Reverb Works,Mid-Market,Manufacturing,2025-10-09,2025-10,Event/Conference,Growth,42,5040.0
CUST-1739,Cobalt Co,Mid-Market,Financial Services,2025-10-05,2025-10,Event/Conference,Growth,60,7200.0
CUST-1740,Anvil Cloud,Mid-Market,Financial Services,2025-10-23,2025-10,Outbound Sales,Growth,22,2640.0
CUST-1741,Apex Labs,SMB,Education,2025-10-05,2025-10,Partner Referral,Starter,15,750.0
CUST-1742,Cobalt Systems,SMB,Healthcare,2025-10-26,2025-10,Inbound Marketing,Starter,8,400.0
CUST-1743,Glide Cloud,SMB,Healthcare,2025-10-15,2025-10,Self-Serve Promo,Starter,9,450.0
CUST-1744,Apex Solutions,SMB,Education,2025-11-13,2025-11,Outbound Sales,Starter,10,500.0
CUST-1745,Helix Co,Mid-Market,Financial Services,2025-11-09,2025-11,Outbound Sales,Growth,27,3240.0
CUST-1746,Marlin Holdings,SMB,Retail,2025-11-16,2025-11,Event/Conference,Starter,11,550.0
CUST-1747,North Solutions,SMB,Retail,2025-11-20,2025-11,Event/Conference,Starter,15,750.0
CUST-1748,Halcyon Co,SMB,Retail,2025-11-25,2025-11,Inbound Marketing,Growth,14,1680.0
CUST-1749,Reverb Group,Mid-Market,Retail,2025-11-24,2025-11,Outbound Sales,Growth,36,4320.0
CUST-1750,Beacon Dynamics,Enterprise,Professional Services,2025-11-11,2025-11,Self-Serve Promo,Scale,232,58000.0
CUST-1751,Citron Cloud,SMB,Media,2025-11-22,2025-11,Inbound Marketing,Starter,10,500.0
CUST-1752,Citron Group,SMB,Technology,2025-11-04,2025-11,Inbound Marketing,Starter,12,600.0
CUST-1753,Marlin Dynamics,SMB,Technology,2025-11-22,2025-11,Event/Conference,Growth,5,600.0
CUST-1754,Vector Labs,SMB,Technology,2025-11-12,2025-11,Inbound Marketing,Starter,9,450.0
